NLSituationNumber,DateFileStart,DateFileEnd,TimeFileStart,TimeFileEnd,FileSeverity,AvgLength,FileDuration,HectometerHead,HectometerTail,RouteNumber,HectometerDirection,HeadSegmentFrom,HeadSegmentTo,TrajectoryFrom,TrajectoryTo,CauseGroundDetail,Hour,Station,Date,WindDirection,WindSpeedAvg,WindSpeed,WindGust,Temperature,MinTemp10cm,DewPoint,SunshineDuration,GlobalRadiation,PrecipitationDuration,PrecipitationAmount,AirPressure,Visibility,CloudCover,Humidity,Weather,WeatherCode,Fog,Rain,Snow,Thunder,IceFormation,WayOfTraffic
2474048.0,2019-01-03,2019-01-03,16:30:00,16:58:48,71433,2480324,28.8,174.6,176.6,2.0,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Vehicle Issues,16:00:00,370,2019-03-01,310,20,20,40,49,     ,13,0,3,0,0,10400,75,8,77,     ,5,0,0,0,0,0,client
2474150.0,2019-01-04,2019-01-04,17:09:00,17:27:47,50217,2673469,18.783,163.7,165.7,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,17:00:00,370,2019-04-01,260,40,40,70,33,     ,9,0,0,0,0,10367,56,8,84,10,7,0,0,0,0,0,client
2474152.0,2019-01-04,2019-01-04,17:31:00,18:03:57,160700,4877087,32.95,163.7,167.7,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,17:00:00,370,2019-04-01,260,40,40,70,33,     ,9,0,0,0,0,10367,56,8,84,10,7,0,0,0,0,0,client
2474779.0,2019-01-07,2019-01-07,17:14:00,17:45:34,66117,2094509,31.567,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-07-01,230,60,60,100,79,     ,67,0,0,6,1,10265,58,8,91,81,7,0,1,0,0,0,home
2474871.0,2019-01-07,2019-01-07,17:54:00,18:01:34,22700,3000000,7.567,159.9,156.9,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-07-01,230,60,60,100,79,     ,67,0,0,6,1,10265,58,8,91,81,7,0,1,0,0,0,home
2474764.0,2019-01-07,2019-01-07,17:04:00,17:09:32,11067,2000000,5.533,159.1,157.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-07-01,230,60,60,100,79,     ,67,0,0,6,1,10265,58,8,91,81,7,0,1,0,0,0,home
2475366.0,2019-01-08,2019-01-08,08:44:00,08:47:34,39233,1100000,3.567,132.5,121.5,2.0,oplopend,Boxtel,Best-West,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-08-01,280,60,60,140,58,     ,29,0,1,1,1,10178,70,2,81,23,7,0,1,0,0,0,home
2475314.0,2019-01-08,2019-01-08,08:32:00,08:42:35,83483,7888189,10.583,127.0,123.0,2.0,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-08-01,280,60,60,140,58,     ,29,0,1,1,1,10178,70,2,81,23,7,0,1,0,0,0,home
2475418.0,2019-01-08,2019-01-08,08:58:00,09:07:34,19133,2000000,9.567,125.3,123.3,2.0,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-08-01,280,60,60,140,58,     ,29,0,1,1,1,10178,70,2,81,23,7,0,1,0,0,0,home
2475413.0,2019-01-08,2019-01-08,08:53:00,09:28:32,144700,4072233,35.533,132.0,129.0,2.0,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-08-01,280,60,60,140,58,     ,29,0,1,1,1,10178,70,2,81,23,7,0,1,0,0,0,home
2475415.0,2019-01-08,2019-01-08,08:56:00,09:25:32,67100,2272009,29.533,143.2,141.2,2.0,oplopend,Airbornebrug,Ekkersweijer,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-08-01,280,60,60,140,58,     ,29,0,1,1,1,10178,70,2,81,23,7,0,1,0,0,0,home
2475313.0,2019-01-08,2019-01-08,08:32:00,08:34:33,10200,4000000,2.55,132.5,128.5,2.0,oplopend,Boxtel,Best-West,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-08-01,280,60,60,140,58,     ,29,0,1,1,1,10178,70,2,81,23,7,0,1,0,0,0,home
2475385.0,2019-01-08,2019-01-08,08:46:00,08:56:34,66733,6315457,10.567,128.7,120.7,2.0,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-08-01,280,60,60,140,58,     ,29,0,1,1,1,10178,70,2,81,23,7,0,1,0,0,0,home
2475569.0,2019-01-08,2019-01-08,16:17:00,16:23:29,12967,2000000,6.483,160.0,158.0,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,2019-08-01,310,80,70,150,71,     ,27,2,3,0,0,10186,65,6,74,     ,5,0,0,0,0,0,home
2475660.0,2019-01-08,2019-01-08,17:18:00,18:03:31,94317,2072135,45.517,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-08-01,320,80,80,140,68,     ,24,0,0,0,0,10188,66,7,73,     ,5,0,0,0,0,0,home
2475712.0,2019-01-08,2019-01-08,17:50:00,17:50:35,1167,2000000,0.583,176.5,174.5,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-08-01,320,80,80,140,68,     ,24,0,0,0,0,10188,66,7,73,     ,5,0,0,0,0,0,home
2475661.0,2019-01-08,2019-01-08,17:19:00,17:37:33,51567,2779874,18.55,178.1,175.1,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-08-01,320,80,80,140,68,     ,24,0,0,0,0,10188,66,7,73,     ,5,0,0,0,0,0,home
2475629.0,2019-01-08,2019-01-08,17:02:00,17:04:33,5100,2000000,2.55,175.3,173.3,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-08-01,320,80,80,140,68,     ,24,0,0,0,0,10188,66,7,73,     ,5,0,0,0,0,0,home
2475728.0,2019-01-08,2019-01-08,18:00:00,18:00:33,1100,2000000,0.55,176.5,174.5,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,18:00:00,370,2019-08-01,300,70,70,130,66,58,27,0,0,0,-1,10188,61,7,75,57,7,0,1,0,0,0,home
2476136.0,2019-01-09,2019-01-09,17:26:00,18:03:34,243083,6470719,37.567,113.6,123.6,2.0,aflopend,Rosmalen,Empel,Luik,Amsterdam,TrafficJams,17:00:00,370,2019-09-01,360,70,60,120,47,     ,-11,0,0,0,0,10221,80,8,66,     ,5,0,0,0,0,0,client
2476197.0,2019-01-09,2019-01-09,18:08:00,18:08:33,1100,2000000,0.55,159.1,157.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,18:00:00,370,2019-09-01,360,60,50,90,39,30,-12,0,0,0,0,10229,80,8,69,     ,5,0,0,0,0,0,home
2476450.0,2019-01-10,2019-01-10,08:36:00,08:44:36,26383,3067830,8.6,175.3,179.3,2.0,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,TrafficJams,08:00:00,370,2019-10-01,320,20,20,40,3,     ,-7,0,1,0,0,10275,65,8,93,     ,5,0,0,0,0,0,client
2476444.0,2019-01-10,2019-01-10,08:35:00,08:38:34,7133,2000000,3.567,131.4,129.4,2.0,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-10-01,320,20,20,40,3,     ,-7,0,1,0,0,10275,65,8,93,     ,5,0,0,0,0,0,home
2476475.0,2019-01-10,2019-01-10,08:43:00,08:49:35,13167,2000000,6.583,127.5,125.5,2.0,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,2019-10-01,320,20,20,40,3,     ,-7,0,1,0,0,10275,65,8,93,     ,5,0,0,0,0,0,home
2476779.0,2019-01-10,2019-01-10,16:54:00,16:54:36,1200,2000000,0.6,176.3,174.3,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,2019-10-01,310,20,30,40,38,     ,-6,0,3,0,0,10274,75,8,73,     ,5,0,0,0,0,0,home
2476713.0,2019-01-10,2019-01-10,16:33:00,16:33:35,1167,2000000,0.583,163.7,165.7,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,16:00:00,370,2019-10-01,310,20,30,40,38,     ,-6,0,3,0,0,10274,75,8,73,     ,5,0,0,0,0,0,client
2476897.0,2019-01-10,2019-01-10,17:30:00,17:42:38,25267,2000000,12.633,176.5,174.5,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-10-01,300,20,20,30,32,     ,-7,0,0,0,0,10277,75,8,75,     ,5,0,0,0,0,0,home
2476821.0,2019-01-10,2019-01-10,17:06:00,17:11:36,11817,2110119,5.6,178.4,175.4,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-10-01,300,20,20,30,32,     ,-7,0,0,0,0,10277,75,8,75,     ,5,0,0,0,0,0,home
2476961.0,2019-01-10,2019-01-10,17:44:00,18:01:38,35267,2000000,17.633,160.0,158.0,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-10-01,300,20,20,30,32,     ,-7,0,0,0,0,10277,75,8,75,     ,5,0,0,0,0,0,home
2477293.0,2019-01-11,2019-01-11,14:49:00,14:53:30,9000,2000000,4.5,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,14:00:00,370,2019-11-01,300,40,30,70,77,     ,70,0,21,2,2,10244,50,8,95,81,7,0,1,0,0,0,home
2477299.0,2019-01-11,2019-01-11,15:01:00,15:02:31,3033,2000000,1.517,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,15:00:00,370,2019-11-01,300,40,40,80,77,     ,67,5,21,0,-1,10244,65,8,93,23,7,0,1,0,0,0,home
2477410.0,2019-01-11,2019-01-11,16:27:00,17:06:34,117317,2965038,39.567,160.4,156.4,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,2019-11-01,300,40,40,70,74,     ,64,0,3,0,-1,10245,59,8,93,51,7,0,1,0,0,0,home
2477449.0,2019-01-11,2019-01-11,16:46:00,17:46:32,211717,3497522,60.533,169.1,166.1,2.0,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,2019-11-01,300,40,40,70,74,     ,64,0,3,0,-1,10245,59,8,93,51,7,0,1,0,0,0,home
2477417.0,2019-01-11,2019-01-11,16:33:00,16:40:33,20267,2684327,7.55,158.4,162.4,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,16:00:00,370,2019-11-01,300,40,40,70,74,     ,64,0,3,0,-1,10245,59,8,93,51,7,0,1,0,0,0,client
2477546.0,2019-01-11,2019-01-11,17:38:00,17:39:34,3133,2000000,1.567,177.5,175.5,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,2019-11-01,310,40,40,70,73,     ,62,0,0,0,-1,10248,65,8,93,22,7,0,1,0,0,0,home
2477476.0,2019-01-11,2019-01-11,17:02:00,17:07:34,11667,2095808,5.567,162.0,165.0,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,17:00:00,370,2019-11-01,310,40,40,70,73,     ,62,0,0,0,-1,10248,65,8,93,22,7,0,1,0,0,0,client
2478400.0,2019-01-14,2019-01-14,08:42:00,08:46:37,9233,2000000,4.617,132.6,130.6,2.0,oplopend,Boxtel,Best-West,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,,300,40,40,80,61,     ,43,0,1,0,-1,10127,70,7,88,23,7,0,1,0,0,0,home
2478417.0,2019-01-14,2019-01-14,08:46:00,08:57:37,34850,3000000,11.617,160.4,157.4,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,08:00:00,370,,300,40,40,80,61,     ,43,0,1,0,-1,10127,70,7,88,23,7,0,1,0,0,0,home
2478445.0,2019-01-14,2019-01-14,08:55:00,09:16:34,49183,2280526,21.567,141.5,139.5,2.0,oplopend,Airbornebrug,Ekkersweijer,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,,300,40,40,80,61,     ,43,0,1,0,-1,10127,70,7,88,23,7,0,1,0,0,0,home
2478436.0,2019-01-14,2019-01-14,08:50:00,08:50:38,3167,5000000,0.633,139.0,134.0,2.0,oplopend,Best-West,Best,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,,300,40,40,80,61,     ,43,0,1,0,-1,10127,70,7,88,23,7,0,1,0,0,0,home
2478362.0,2019-01-14,2019-01-14,08:37:00,08:55:37,50883,2733214,18.617,131.4,128.4,2.0,oplopend,Boxtel-Noord,Boxtel,'s-Hertogenbosch,Eindhoven,TrafficJams,08:00:00,370,,300,40,40,80,61,     ,43,0,1,0,-1,10127,70,7,88,23,7,0,1,0,0,0,home
2478365.0,2019-01-14,2019-01-14,08:37:00,08:40:38,7267,2000000,3.633,159.1,157.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,08:00:00,370,,300,40,40,80,61,     ,43,0,1,0,-1,10127,70,7,88,23,7,0,1,0,0,0,home
2478339.0,2019-01-14,2019-01-14,08:31:00,08:33:36,10400,4000000,2.6,160.9,156.9,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,08:00:00,370,,300,40,40,80,61,     ,43,0,1,0,-1,10127,70,7,88,23,7,0,1,0,0,0,home
2478728.0,2019-01-14,2019-01-14,16:49:00,17:28:36,86233,2177609,39.6,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,310,40,30,90,50,     ,15,3,10,0,-1,10190,68,8,77,81,7,0,1,0,0,0,home
2478800.0,2019-01-14,2019-01-14,17:17:00,18:02:35,137667,3020110,45.583,178.4,175.4,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,280,30,20,100,30,     ,12,0,0,2,4,10193,70,1,88,23,7,0,1,0,0,0,home
2478768.0,2019-01-14,2019-01-14,17:01:00,17:02:35,3167,2000000,1.583,176.8,174.8,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,280,30,20,100,30,     ,12,0,0,2,4,10193,70,1,88,23,7,0,1,0,0,0,home
2479324.0,2019-01-15,2019-01-15,08:32:00,08:50:37,56183,3017905,18.617,174.1,176.1,2.0,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,TrafficJams,08:00:00,370,,240,50,40,80,43,     ,33,0,2,0,0,10193,59,8,93,10,7,0,0,0,0,0,client
2479685.0,2019-01-15,2019-01-15,16:53:00,17:17:36,49200,2000000,24.6,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,230,60,70,90,72,     ,41,0,6,0,0,10171,75,8,80,     ,5,0,0,0,0,0,home
2479702.0,2019-01-15,2019-01-15,16:58:00,17:06:36,17200,2000000,8.6,177.5,175.5,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,230,60,70,90,72,     ,41,0,6,0,0,10171,75,8,80,     ,5,0,0,0,0,0,home
2479795.0,2019-01-15,2019-01-15,17:31:00,17:35:40,9333,2000000,4.667,178.0,176.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,230,60,70,100,71,     ,40,0,0,0,0,10170,75,8,80,     ,5,0,0,0,0,0,home
2479749.0,2019-01-15,2019-01-15,17:18:00,17:19:36,3200,2000000,1.6,176.5,174.5,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,230,60,70,100,71,     ,40,0,0,0,0,10170,75,8,80,     ,5,0,0,0,0,0,home
2480341.0,2019-01-16,2019-01-16,16:05:00,16:08:33,7100,2000000,3.55,174.6,176.6,2.0,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,TrafficJams,16:00:00,370,,220,60,60,100,57,     ,19,3,6,0,0,10053,75,8,76,     ,5,0,0,0,0,0,client
2480635.0,2019-01-16,2019-01-16,17:49:00,17:55:35,19750,3000000,6.583,178.0,175.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,220,60,70,100,57,     ,19,0,0,0,0,10046,74,8,76,     ,5,0,0,0,0,0,home
2481088.0,2019-01-17,2019-01-17,08:53:00,08:59:40,13333,2000000,6.667,122.4,124.4,2.0,aflopend,Boxtel-Noord,Vught,Eindhoven,'s-Hertogenbosch,TrafficJams,08:00:00,370,,210,40,50,70,49,     ,41,0,2,0,0,10016,56,8,94,10,7,0,0,0,0,0,client
2481527.0,2019-01-17,2019-01-17,16:53:00,18:03:46,143533,2028262,70.767,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,270,50,40,120,12,     ,4,0,4,6,17,10069,16,8,94,68,7,0,1,1,0,0,home
2481377.0,2019-01-17,2019-01-17,16:10:00,16:20:40,21333,2000000,10.667,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,270,50,40,120,12,     ,4,0,4,6,17,10069,16,8,94,68,7,0,1,1,0,0,home
2481540.0,2019-01-17,2019-01-17,16:54:00,17:10:42,46783,2801397,16.7,178.0,174.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,270,50,40,120,12,     ,4,0,4,6,17,10069,16,8,94,68,7,0,1,1,0,0,home
2481545.0,2019-01-17,2019-01-17,16:55:00,17:00:38,11267,2000000,5.633,164.7,166.7,2.0,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,TrafficJams,16:00:00,370,,270,50,40,120,12,     ,4,0,4,6,17,10069,16,8,94,68,7,0,1,1,0,0,client
2481639.0,2019-01-17,2019-01-17,17:51:00,17:51:42,1400,2000000,0.7,138.9,140.9,2.0,aflopend,Best,Best-West,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,310,40,30,70,8,     ,3,0,0,6,14,10077,34,8,96,86,7,0,1,1,0,0,client
2481651.0,2019-01-17,2019-01-17,17:51:00,18:11:39,53750,2602906,20.65,177.5,173.5,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,310,40,30,70,8,     ,3,0,0,6,14,10077,34,8,96,86,7,0,1,1,0,0,home
2481641.0,2019-01-17,2019-01-17,17:51:00,18:02:41,23367,2000000,11.683,119.4,121.4,2.0,aflopend,Vught,Sint-Michielsgestel,Eindhoven,'s-Hertogenbosch,TrafficJams,17:00:00,370,,310,40,30,70,8,     ,3,0,0,6,14,10077,34,8,96,86,7,0,1,1,0,0,client
2481611.0,2019-01-17,2019-01-17,17:09:00,17:33:53,74650,3000000,24.883,162.3,165.3,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,17:00:00,370,,310,40,30,70,8,     ,3,0,0,6,14,10077,34,8,96,86,7,0,1,1,0,0,client
2481714.0,2019-01-17,2019-01-17,17:58:00,18:02:41,9367,2000000,4.683,162.3,164.3,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,17:00:00,370,,310,40,30,70,8,     ,3,0,0,6,14,10077,34,8,96,86,7,0,1,1,0,0,client
2481785.0,2019-01-17,2019-01-17,18:02:00,18:10:41,17367,2000000,8.683,159.1,157.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,18:00:00,370,,300,30,30,60,12,5,5,0,0,4,4,10092,65,3,95,24,7,0,1,1,0,0,home
2481820.0,2019-01-17,2019-01-17,18:14:00,18:29:33,35733,2297964,15.55,177.5,174.5,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,18:00:00,370,,300,30,30,60,12,5,5,0,0,4,4,10092,65,3,95,24,7,0,1,1,0,0,home
2482259.0,2019-01-18,2019-01-18,16:10:00,16:11:34,3133,2000000,1.567,177.5,175.5,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,150,20,20,40,-6,     ,-8,0,6,0,0,10203,31,8,98,10,7,0,0,0,0,0,home
2482285.0,2019-01-18,2019-01-18,16:30:00,17:13:35,138233,3171702,43.583,175.3,173.3,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,150,20,20,40,-6,     ,-8,0,6,0,0,10203,31,8,98,10,7,0,0,0,0,0,home
2482280.0,2019-01-18,2019-01-18,16:25:00,16:27:36,5200,2000000,2.6,178.0,176.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,16:00:00,370,,150,20,20,40,-6,     ,-8,0,6,0,0,10203,31,8,98,10,7,0,0,0,0,0,home
2482392.0,2019-01-18,2019-01-18,17:29:00,17:37:22,16733,2000000,8.367,178.0,176.0,2.0,oplopend,Valkenswaard,Leende,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,160,20,20,30,-8,     ,-10,0,0,0,0,10203,22,8,98,10,7,0,0,0,0,0,home
2483426.0,2019-01-21,2019-01-21,17:33:00,18:00:36,56183,2035628,27.6,159.1,157.1,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,17:00:00,370,,190,20,10,30,-9,     ,-52,0,0,0,0,10205,68,1,72,     ,5,0,0,0,0,0,home
2483761.0,2019-01-22,2019-01-22,08:35:00,08:39:34,9133,2000000,4.567,177.4,179.4,2.0,aflopend,Leende,Valkenswaard,Maastricht-Noord,Eindhoven,TrafficJams,08:00:00,370,,170,50,50,80,-26,     ,-61,0,2,0,0,10077,64,8,76,     ,5,0,0,0,0,0,client
2483867.0,2019-01-22,2019-01-22,14:22:00,14:25:34,7133,2000000,3.567,133.6,135.6,2.0,aflopend,Best-West,Boxtel,Eindhoven,'s-Hertogenbosch,TrafficJams,14:00:00,370,,180,50,40,80,-16,     ,-24,0,19,10,8,10036,19,8,94,72,7,0,0,1,0,0,client
2483865.0,2019-01-22,2019-01-22,14:22:00,14:25:34,10700,3000000,3.567,163.6,166.6,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,14:00:00,370,,180,50,40,80,-16,     ,-24,0,19,10,8,10036,19,8,94,72,7,0,0,1,0,0,client
2483866.0,2019-01-22,2019-01-22,14:22:00,14:22:32,1067,2000000,0.533,158.1,160.1,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,14:00:00,370,,180,50,40,80,-16,     ,-24,0,19,10,8,10036,19,8,94,72,7,0,0,1,0,0,client
2483851.0,2019-01-22,2019-01-22,14:04:00,14:17:30,40500,3000000,13.5,163.2,166.2,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,14:00:00,370,,180,50,40,80,-16,     ,-24,0,19,10,8,10036,19,8,94,72,7,0,0,1,0,0,client
2484013.0,2019-01-22,2019-01-22,15:41:00,18:15:37,486967,3149510,154.617,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,15:00:00,370,,170,40,40,70,-16,     ,-21,0,12,10,7,10030,21,8,96,72,7,0,0,1,0,0,home
2483975.0,2019-01-22,2019-01-22,15:31:00,15:43:39,25300,2000000,12.65,162.7,164.7,2.0,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,TrafficJams,15:00:00,370,,170,40,40,70,-16,     ,-21,0,12,10,7,10030,21,8,96,72,7,0,0,1,0,0,client
2484045.0,2019-01-22,2019-01-22,15:46:00,15:49:38,7267,2000000,3.633,175.3,173.3,2.0,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,TrafficJams,15:00:00,370,,170,40,40,70,-16,     ,-21,0,12,10,7,10030,21,8,96,72,7,0,0,1,0,0,home
2483967.0,2019-01-22,2019-01-22,15:24:00,15:27:36,7200,2000000,3.6,158.2,156.2,2.0,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,TrafficJams,15:00:00,370,,170,40,40,70,-16,     ,-21,0,12,10,7,10030,21,8,96,72,7,0,0,1,0,0,home
2484200.0,2019-01-22,2019-01-22,16:22:00,16:24:42,5400,2000000,2.7,167.1,169.1,2.0,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,TrafficJams,16:00:00,370,,170,40,40,70,-14,     ,-21,0,5,9,3,10026,36,8,95,71,7,0,0,1,0,0,client
2484206.0,2019-01-22,2019-01-22,16:23:00,16:31:41,17367,2000000,8.683,135.9,133.9,2.0,oplopend,Boxtel,Best-West,'s-Hertogenbosch,Eindhoven,TrafficJams,16:00:00,370,,170,40,40,70,-14,     ,-21,0,5,9,3,10026,36,8,95,71,7,0,0,1,0,0,home
2484345.0,2019-01-22,2019-01-22,16:55:00,17:01:42,21367,3189055,6.7,129.1,131.1,2.0,aflopend,Boxtel,Boxtel-Noord,Eindhoven,'s-Hertogenbosch,TrafficJams,16:00:00,370,,170,40,40,70,-14,     ,-21,0,5,9,3,10026,36,8,95,71,7,0,0,1,0,0,client
2484233.0,2019-01-22,2019-01-22,16:28:00,16:38:44,43117,4017081,10.733,126.6,123.6,2.0,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,TrafficJams,16:00:00,370,,170,40,40,70,-14,     ,-21,0,5,9,3,10026,36,8,95,71,7,0,0,1,0,0,home
2484126.0,2019-01-22,2019-01-22,16:04:00,16:45:43,113600,2723132,41.717,138.9,140.9,2.0,aflopend,Best,Best-West,Eindhoven,'s-Hertogenbosch,TrafficJams,16:00:00,370,,170,40,40,70,-14,     ,-21,0,5,9,3,10026,36,8,95,71,7,0,0,1,0,0,client
2484274.0,2019-01-22,2019-01-22,16:36:00,16:53:42,47467,2681733,17.7,177.8,179.8,2.0,aflopend,Leende,Valkenswaard,Maastricht-Noord,Eindhoven,TrafficJams,16:00:00,370,,170,40,40,70,-14,     ,-21,0,5,9,3,10026,36,8,95,71,7,0,0,1,0,0,client
2484096.0,2019-01-22,2019-01-22,16:00:00,16:16:42,43400,2598802,16.7,173.8,175.8,2.0,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,TrafficJams,16:00:00,370,,170,40,40,70,-14,     ,-21,0,5,9,3,10026,36,8,95,71,7,0,0,1,0,0,client
