NLSituationNumber,DateFileStart,DateFileEnd,TimeFileStart,TimeFileEnd,FileSeverity,AvgLength,FileDuration,HectometerHead,HectometerTail,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajectoryFrom,TrajectoryTo,CauseGroundDetail,CauseProgress,CauseCodeProgress,CauseCode,Cause1,Cause2,Cause3,Cause4,datetime_x,hour,STN,Date,Hour,WindDirection,WindSpeedAvg,WindSpeed,WindGust,Temperature,MinTemp10cm,DewPoint,SunshineDuration,GlobalRadiation,PrecipitationDuration,PrecipitationAmount,AirPressure,Visibility,CloudCover,Humidity,Weather,WeatherCode,Fog,Rain,Snow,Thunder,IceFormation,datetime_y,TrafficSeverityNormalized,WeatherRelated,NonWeatherRelated,PrevWeatherRelated,NextNonWeatherRelated,TimeDifferenceMinutes,TimeDifferenceCategory
2775381,2020-08-03,2020-03-08,1900-01-01 14:28:00,1900-01-01 14:45:55,"41,683","2,326,512","17,917",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 4], [Ongeval(len) 10], [Geen oorzaakcode opgegeven door VWM 5]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-03 14:28:00,2020-08-03 14:00:00,375,2020-08-03,14,60,20,20,40,223,     ,87,3,189,0,0,10127,81,8,42,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-03 14:00:00,0.04168508425421271,False,True,False,True,17.916666666666668,15-25
2775390,2020-08-03,2020-03-08,1900-01-01 14:40:00,1900-01-01 14:45:31,"11,033","2,000,000","5,517",164.7,166.7,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 5], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-03 14:40:00,2020-08-03 14:00:00,375,2020-08-03,14,60,20,20,40,223,     ,87,3,189,0,0,10127,81,8,42,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-03 14:00:00,0.011033551677583879,False,True,False,True,5.516666666666667,5-10
2775390,2020-08-03,2020-03-08,1900-01-01 14:40:00,1900-01-01 14:45:31,"11,033","2,000,000","5,517",164.7,166.7,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 5], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-03 14:40:00,2020-08-03 14:00:00,370,2020-08-03,14,260,20,20,70,230,     ,83,7,234,0,0,10126,82,8,39,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-03 14:00:00,0.011033551677583879,False,True,False,True,5.516666666666667,5-10
2775390,2020-08-03,2020-03-08,1900-01-01 14:40:00,1900-01-01 14:45:31,"11,033","2,000,000","5,517",164.7,166.7,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 5], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-03 14:40:00,2020-08-03 14:00:00,350,2020-08-03,14,320,70,70,120,174,     ,114,0,62,0,0,10137,80,8,67,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-03 14:00:00,0.011033551677583879,False,True,False,True,5.516666666666667,5-10
2775390,2020-08-03,2020-03-08,1900-01-01 14:40:00,1900-01-01 14:45:31,"11,033","2,000,000","5,517",164.7,166.7,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 5], [Geen oorzaakcode opgegeven door VWM 0]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-03 14:40:00,2020-08-03 14:00:00,275,2020-08-03,14,350,40,30,50,192,     ,109,0,20,0,0,10133,83,8,58,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-03 14:00:00,0.011033551677583879,False,True,False,True,5.516666666666667,5-10
2775381,2020-08-03,2020-03-08,1900-01-01 14:28:00,1900-01-01 14:45:55,"41,683","2,326,512","17,917",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 4], [Ongeval(len) 10], [Geen oorzaakcode opgegeven door VWM 5]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-03 14:28:00,2020-08-03 14:00:00,275,2020-08-03,14,350,40,30,50,192,     ,109,0,20,0,0,10133,83,8,58,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-03 14:00:00,0.04168508425421271,False,True,False,True,17.916666666666668,15-25
2775381,2020-08-03,2020-03-08,1900-01-01 14:28:00,1900-01-01 14:45:55,"41,683","2,326,512","17,917",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 4], [Ongeval(len) 10], [Geen oorzaakcode opgegeven door VWM 5]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-03 14:28:00,2020-08-03 14:00:00,350,2020-08-03,14,320,70,70,120,174,     ,114,0,62,0,0,10137,80,8,67,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-03 14:00:00,0.04168508425421271,False,True,False,True,17.916666666666668,15-25
2775641,2020-08-05,2020-05-08,1900-01-01 14:13:00,1900-01-01 14:15:03,"4,100","2,000,000","2,050",167.6,169.6,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder(e) ongeval(len) 1]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-05 14:13:00,2020-08-05 14:00:00,375,2020-08-05,14,190,50,40,90,290,     ,76,10,268,0,0,10151,83,0,26,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-05 14:00:00,0.004100205010250512,False,True,False,True,2.05,<3
2775641,2020-08-05,2020-05-08,1900-01-01 14:13:00,1900-01-01 14:15:03,"4,100","2,000,000","2,050",167.6,169.6,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder(e) ongeval(len) 1]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-05 14:13:00,2020-08-05 14:00:00,275,2020-08-05,14,230,50,50,90,278,     ,89,10,266,0,0,10152,81,0,30,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-05 14:00:00,0.004100205010250512,False,True,False,True,2.05,<3
2775641,2020-08-05,2020-05-08,1900-01-01 14:13:00,1900-01-01 14:15:03,"4,100","2,000,000","2,050",167.6,169.6,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder(e) ongeval(len) 1]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-05 14:13:00,2020-08-05 14:00:00,350,2020-08-05,14,200,50,50,90,284,     ,74,10,271,0,0,10149,81,0,26,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-05 14:00:00,0.004100205010250512,False,True,False,True,2.05,<3
2775641,2020-08-05,2020-05-08,1900-01-01 14:13:00,1900-01-01 14:15:03,"4,100","2,000,000","2,050",167.6,169.6,A,2,A2,aflopend,Leenderheide,De Hogt,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Eerder(e) ongeval(len) 1]","[000], [ACA]",ACA,Eerder(e) ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-05 14:13:00,2020-08-05 14:00:00,370,2020-08-05,14,210,50,50,90,295,     ,71,10,271,0,0,10150,81,0,24,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-05 14:00:00,0.004100205010250512,False,True,False,True,2.05,<3
2775766,2020-08-06,2020-06-08,1900-01-01 14:24:00,1900-01-01 14:59:48,"122,533","3,422,719","35,800",168.3,166.3,A,2,A2,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 32], [Eerder pechgeval 3]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 14:24:00,2020-08-06 14:00:00,370,2020-08-06,14,140,30,40,70,313,     ,96,8,244,0,0,10186,80,8,26,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 14:00:00,0.12253912695634782,False,True,False,True,35.8,25-45
2775784,2020-08-06,2020-06-08,1900-01-01 15:32:00,1900-01-01 15:48:32,"47,000","2,842,742","16,533",161.1,163.1,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 9]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 15:32:00,2020-08-06 15:00:00,370,2020-08-06,15,160,30,30,60,314,     ,93,10,217,0,0,10185,82,3,25,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 15:00:00,0.04700235011750587,False,True,False,True,16.533333333333335,15-25
2775766,2020-08-06,2020-06-08,1900-01-01 14:24:00,1900-01-01 14:59:48,"122,533","3,422,719","35,800",168.3,166.3,A,2,A2,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 32], [Eerder pechgeval 3]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 14:24:00,2020-08-06 14:00:00,350,2020-08-06,14,180,30,30,70,318,     ,82,10,260,0,0,10185,83,6,23,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 14:00:00,0.12253912695634782,False,True,False,True,35.8,25-45
2775766,2020-08-06,2020-06-08,1900-01-01 14:24:00,1900-01-01 14:59:48,"122,533","3,422,719","35,800",168.3,166.3,A,2,A2,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 32], [Eerder pechgeval 3]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 14:24:00,2020-08-06 14:00:00,375,2020-08-06,14,140,30,20,60,312,     ,95,10,244,0,0,10187,82,8,26,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 14:00:00,0.12253912695634782,False,True,False,True,35.8,25-45
2775784,2020-08-06,2020-06-08,1900-01-01 15:32:00,1900-01-01 15:48:32,"47,000","2,842,742","16,533",161.1,163.1,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 9]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 15:32:00,2020-08-06 15:00:00,275,2020-08-06,15,280,30,20,70,315,     ,87,10,229,0,0,10190,81,1,24,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 15:00:00,0.04700235011750587,False,True,False,True,16.533333333333335,15-25
2775784,2020-08-06,2020-06-08,1900-01-01 15:32:00,1900-01-01 15:48:32,"47,000","2,842,742","16,533",161.1,163.1,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 9]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 15:32:00,2020-08-06 15:00:00,350,2020-08-06,15,170,30,40,70,315,     ,77,10,232,0,0,10184,80,8,22,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 15:00:00,0.04700235011750587,False,True,False,True,16.533333333333335,15-25
2775766,2020-08-06,2020-06-08,1900-01-01 14:24:00,1900-01-01 14:59:48,"122,533","3,422,719","35,800",168.3,166.3,A,2,A2,oplopend,De Hogt,Leenderheide,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 32], [Eerder pechgeval 3]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 14:24:00,2020-08-06 14:00:00,275,2020-08-06,14,180,40,30,80,307,     ,86,10,256,0,0,10190,82,8,25,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 14:00:00,0.12253912695634782,False,True,False,True,35.8,25-45
2775784,2020-08-06,2020-06-08,1900-01-01 15:32:00,1900-01-01 15:48:32,"47,000","2,842,742","16,533",161.1,163.1,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 9]","[000], [BKD], [M13]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-08-06 15:32:00,2020-08-06 15:00:00,375,2020-08-06,15,200,20,30,50,317,     ,98,10,225,0,0,10187,82,2,25,     ,5,0.0,0.0,0.0,0.0,0.0,2020-08-06 15:00:00,0.04700235011750587,False,True,False,True,16.533333333333335,15-25
2776941,2020-08-13,2020-08-13,1900-01-01 16:06:00,1900-01-01 16:44:49,"140,483","3,619,150","38,817",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 19], [Eerder pechgeval 19]","[000], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,2020-08-13 16:06:00,2020-08-13 16:00:00,275,2020-08-13,16,160,20,20,50,312,     ,168,4,91,0,0,10103,80,8,42,   12,7,0.0,0.0,0.0,0.0,0.0,2020-08-13 16:00:00,0.14049002450122505,False,True,True,False,38.81666666666667,25-45
2776941,2020-08-13,2020-08-13,1900-01-01 16:06:00,1900-01-01 16:44:49,"140,483","3,619,150","38,817",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 19], [Eerder pechgeval 19]","[000], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,2020-08-13 16:06:00,2020-08-13 16:00:00,375,2020-08-13,16,260,50,40,120,284,     ,172,0,22,0,0,10103,81,8,50,   91,7,0.0,0.0,0.0,1.0,0.0,2020-08-13 16:00:00,0.14049002450122505,False,True,False,False,38.81666666666667,25-45
2776941,2020-08-13,2020-08-13,1900-01-01 16:06:00,1900-01-01 16:44:49,"140,483","3,619,150","38,817",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 19], [Eerder pechgeval 19]","[000], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,2020-08-13 16:06:00,2020-08-13 16:00:00,350,2020-08-13,16,260,30,30,80,251,     ,202,0,10,0,-1,10108,63,8,73,   92,7,0.0,1.0,0.0,1.0,0.0,2020-08-13 16:00:00,0.14049002450122505,False,True,True,False,38.81666666666667,25-45
2776941,2020-08-13,2020-08-13,1900-01-01 16:06:00,1900-01-01 16:44:49,"140,483","3,619,150","38,817",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defecte vrachtwagen(s) 19], [Eerder pechgeval 19]","[000], [HBD], [M13]",HBD,Defecte vrachtwagen(s),Defecte vrachtwagen,Incident (gestrand voertuig),Incident,2020-08-13 16:06:00,2020-08-13 16:00:00,370,2020-08-13,16,300,40,20,80,276,     ,190,1,50,0,0,10103,80,8,59,   91,7,0.0,0.0,0.0,1.0,0.0,2020-08-13 16:00:00,0.14049002450122505,False,True,True,True,38.81666666666667,25-45
2780032,2020-08-28,2020-08-28,1900-01-01 16:41:00,1900-01-01 17:03:07,"49,267","2,227,581","22,117",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 18], [Eerder(e) ongeval(len) 4]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-28 16:41:00,2020-08-28 16:00:00,275,2020-08-28,16,300,50,70,110,145,     ,117,0,19,2,4,10001,15,8,83,   92,7,0.0,1.0,0.0,1.0,0.0,2020-08-28 16:00:00,0.04926946347317366,False,True,False,False,22.116666666666667,15-25
2780032,2020-08-28,2020-08-28,1900-01-01 16:41:00,1900-01-01 17:03:07,"49,267","2,227,581","22,117",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 18], [Eerder(e) ongeval(len) 4]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-28 16:41:00,2020-08-28 16:00:00,350,2020-08-28,16,200,40,50,90,173,     ,113,2,63,0,-1,9997,80,8,67,   23,7,0.0,1.0,0.0,0.0,0.0,2020-08-28 16:00:00,0.04926946347317366,False,True,True,False,22.116666666666667,15-25
2780032,2020-08-28,2020-08-28,1900-01-01 16:41:00,1900-01-01 17:03:07,"49,267","2,227,581","22,117",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 18], [Eerder(e) ongeval(len) 4]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-28 16:41:00,2020-08-28 16:00:00,370,2020-08-28,16,200,60,30,140,146,     ,120,0,14,7,46,10000,70,8,84,   81,7,0.0,1.0,0.0,1.0,0.0,2020-08-28 16:00:00,0.04926946347317366,False,True,True,False,22.116666666666667,15-25
2780032,2020-08-28,2020-08-28,1900-01-01 16:41:00,1900-01-01 17:03:07,"49,267","2,227,581","22,117",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 18], [Eerder(e) ongeval(len) 4]","[000], [ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2020-08-28 16:41:00,2020-08-28 16:00:00,375,2020-08-28,16,230,50,110,190,148,     ,123,0,27,4,46,9996,48,7,84,   92,7,0.0,1.0,0.0,1.0,0.0,2020-08-28 16:00:00,0.04926946347317366,False,True,True,False,22.116666666666667,15-25
2781873,2020-09-07,2020-07-09,1900-01-01 17:31:00,1900-01-01 17:38:34,"15,133","2,000,000","7,567",124.7,122.7,A,2,A2,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 0], [Defect(e) voertuig(en) 7], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-07 17:31:00,2020-09-07 17:00:00,275,2020-09-07,17,240,40,30,80,184,     ,113,3,46,0,0,10235,82,6,63,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-07 17:00:00,0.01513375668783439,False,True,False,True,7.566666666666666,5-10
2781873,2020-09-07,2020-07-09,1900-01-01 17:31:00,1900-01-01 17:38:34,"15,133","2,000,000","7,567",124.7,122.7,A,2,A2,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 0], [Defect(e) voertuig(en) 7], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-07 17:31:00,2020-09-07 17:00:00,350,2020-09-07,17,240,20,20,60,199,     ,108,5,49,0,0,10236,83,8,55,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-07 17:00:00,0.01513375668783439,False,True,False,True,7.566666666666666,5-10
2781873,2020-09-07,2020-07-09,1900-01-01 17:31:00,1900-01-01 17:38:34,"15,133","2,000,000","7,567",124.7,122.7,A,2,A2,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 0], [Defect(e) voertuig(en) 7], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-07 17:31:00,2020-09-07 17:00:00,370,2020-09-07,17,220,30,20,50,201,     ,103,5,52,0,0,10238,83,7,53,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-07 17:00:00,0.01513375668783439,False,True,False,True,7.566666666666666,5-10
2781873,2020-09-07,2020-07-09,1900-01-01 17:31:00,1900-01-01 17:38:34,"15,133","2,000,000","7,567",124.7,122.7,A,2,A2,oplopend,Vught,Boxtel-Noord,'s-Hertogenbosch,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 0], [Defect(e) voertuig(en) 7], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-07 17:31:00,2020-09-07 17:00:00,375,2020-09-07,17,240,30,30,60,196,     ,102,8,53,0,0,10236,82,8,54,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-07 17:00:00,0.01513375668783439,False,True,False,True,7.566666666666666,5-10
2783944,2020-09-15,2020-09-15,1900-01-01 17:33:00,1900-01-01 18:06:11,"73,350","2,210,447","33,183",159.1,157.1,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 3], [Defect(e) voertuig(en) 20], [Eerder pechgeval 10], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-15 17:33:00,2020-09-15 17:00:00,375,2020-09-15,17,100,20,20,30,300,     ,146,10,51,0,0,10173,75,7,39,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-15 17:00:00,0.07335366768338417,False,True,False,True,33.18333333333333,25-45
2783944,2020-09-15,2020-09-15,1900-01-01 17:33:00,1900-01-01 18:06:11,"73,350","2,210,447","33,183",159.1,157.1,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 3], [Defect(e) voertuig(en) 20], [Eerder pechgeval 10], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-15 17:33:00,2020-09-15 17:00:00,370,2020-09-15,17,110,20,20,40,320,     ,138,10,58,0,0,10171,82,8,33,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-15 17:00:00,0.07335366768338417,False,True,False,True,33.18333333333333,25-45
2783944,2020-09-15,2020-09-15,1900-01-01 17:33:00,1900-01-01 18:06:11,"73,350","2,210,447","33,183",159.1,157.1,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 3], [Defect(e) voertuig(en) 20], [Eerder pechgeval 10], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-15 17:33:00,2020-09-15 17:00:00,350,2020-09-15,17,180,20,10,40,323,     ,116,10,51,0,0,10168,82,8,28,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-15 17:00:00,0.07335366768338417,False,True,False,True,33.18333333333333,25-45
2783944,2020-09-15,2020-09-15,1900-01-01 17:33:00,1900-01-01 18:06:11,"73,350","2,210,447","33,183",159.1,157.1,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 3], [Defect(e) voertuig(en) 20], [Eerder pechgeval 10], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2020-09-15 17:33:00,2020-09-15 17:00:00,275,2020-09-15,17,110,20,20,30,295,     ,163,10,56,0,0,10176,82,8,45,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-15 17:00:00,0.07335366768338417,False,True,False,True,33.18333333333333,25-45
2784980,2020-09-18,2020-09-18,1900-01-01 16:55:00,1900-01-01 17:00:08,"10,267","2,000,000","5,133",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Amsterdam,Luik,Obstacles,"[Geen oorzaakcode opgegeven door VWM 0], [Afremmend verkeer als gevolg van kijkers naar  ongeval(len) 0], [Er ligt rommel op de weg 1], [Geen oorzaakcode opgegeven door VWM 4]","[000], [YDO], [SPL], [000]",SPL,Er ligt rommel op de weg,Lading op de weg,Incident (obstakel op de weg),Incident,2020-09-18 16:55:00,2020-09-18 16:00:00,275,2020-09-18,16,70,60,60,100,208,     ,60,10,106,0,0,10227,81,0,38,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-18 16:00:00,0.010267513375668783,False,True,False,True,5.133333333333334,5-10
2784980,2020-09-18,2020-09-18,1900-01-01 16:55:00,1900-01-01 17:00:08,"10,267","2,000,000","5,133",157.7,155.7,A,2,A2,oplopend,Batadorp,De Hogt,Amsterdam,Luik,Obstacles,"[Geen oorzaakcode opgegeven door VWM 0], [Afremmend verkeer als gevolg van kijkers naar  ongeval(len) 0], [Er ligt rommel op de weg 1], [Geen oorzaakcode opgegeven door VWM 4]","[000], [YDO], [SPL], [000]",SPL,Er ligt rommel op de weg,Lading op de weg,Incident (obstakel op de weg),Incident,2020-09-18 16:55:00,2020-09-18 16:00:00,350,2020-09-18,16,80,70,60,100,228,     ,84,10,100,0,0,10211,81,0,39,     ,5,0.0,0.0,0.0,0.0,0.0,2020-09-18 16:00:00,0.010267513375668783,False,True,False,True,5.133333333333334,5-10
