NLSituationNumber,DateFileStart,DateFileEnd,TimeFileStart,TimeFileEnd,FileSeverity,AvgLength,FileDuration,HectometerHead,HectometerTail,RouteLet,RouteNum,RouteOms,hectometreringsrichting,KopWegvakVan,KopWegvakNaar,TrajectoryFrom,TrajectoryTo,CauseGroundDetail,CauseProgress,CauseCodeProgress,CauseCode,Cause1,Cause2,Cause3,Cause4,datetime_x,hour,STN,Date,Hour,WindDirection,WindSpeedAvg,WindSpeed,WindGust,Temperature,MinTemp10cm,DewPoint,SunshineDuration,GlobalRadiation,PrecipitationDuration,PrecipitationAmount,AirPressure,Visibility,CloudCover,Humidity,Weather,WeatherCode,Fog,Rain,Snow,Thunder,IceFormation,datetime_y,TrafficSeverityNormalized,WeatherRelated,NonWeatherRelated,PrevWeatherRelated,NextNonWeatherRelated,TimeDifferenceMinutes,TimeDifferenceCategory
2474048,2019-01-03,2019-03-01,1900-01-01 16:30:00,1900-01-01 16:58:48,"71,433","2,480,324","28,800",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 22], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2019-01-03 16:30:00,2019-01-03 16:00:00,350,2019-01-03,16,330,30,20,50,37,     ,13,0,3,0,0,10402,70,1,84,     ,5,0.0,0.0,0.0,0.0,0.0,2019-01-03 16:00:00,0.07143657182859144,False,True,,True,28.8,25-45
2474048,2019-01-03,2019-03-01,1900-01-01 16:30:00,1900-01-01 16:58:48,"71,433","2,480,324","28,800",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 22], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2019-01-03 16:30:00,2019-01-03 16:00:00,370,2019-01-03,16,310,20,20,40,49,     ,13,0,3,0,0,10400,75,8,77,     ,5,0.0,0.0,0.0,0.0,0.0,2019-01-03 16:00:00,0.07143657182859144,False,True,False,True,28.8,25-45
2474048,2019-01-03,2019-03-01,1900-01-01 16:30:00,1900-01-01 16:58:48,"71,433","2,480,324","28,800",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 22], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2019-01-03 16:30:00,2019-01-03 16:00:00,375,2019-01-03,16,320,20,20,50,51,     ,17,0,3,0,0,10398,75,8,78,     ,5,0.0,0.0,0.0,0.0,0.0,2019-01-03 16:00:00,0.07143657182859144,False,True,False,False,28.8,25-45
2474048,2019-01-03,2019-03-01,1900-01-01 16:30:00,1900-01-01 16:58:48,"71,433","2,480,324","28,800",174.6,176.6,A,2,A2,aflopend,Leenderheide/Randweg N2,Leenderheide,Maastricht-Noord,Eindhoven,Defective Vehicles,"[Geen oorzaakcode opgegeven door VWM 1], [Defect(e) voertuig(en) 6], [Eerder pechgeval 22], [Geen oorzaakcode opgegeven door VWM 0]","[000], [BKD], [M13], [000]",BKD,Defect(e) voertuig(en),Defect voertuig,Incident (gestrand voertuig),Incident,2019-01-03 16:30:00,2019-01-03 16:00:00,275,2019-01-03,16,320,20,20,40,35,     ,27,0,5,0,-1,10397,65,8,94,   81,7,0.0,1.0,0.0,0.0,0.0,2019-01-03 16:00:00,0.07143657182859144,True,False,True,False,28.8,25-45
2474152,2019-01-04,2019-04-01,1900-01-01 17:31:00,1900-01-01 18:03:57,"160,700","4,877,087","32,950",163.7,167.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Ongeval(len) 20], [Eerder(e) ongeval(len) 13]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:31:00,2019-01-04 17:00:00,275,2019-01-04,17,290,30,30,50,45,     ,41,0,0,5,1,10351,40,8,97,   51,7,0.0,1.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.16070803540177006,True,False,True,True,32.95,25-45
2474150,2019-01-04,2019-04-01,1900-01-01 17:09:00,1900-01-01 17:27:47,"50,217","2,673,469","18,783",163.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 18]","[000], [ACI]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:09:00,2019-01-04 17:00:00,375,2019-01-04,17,260,40,40,60,37,     ,17,0,0,0,0,10357,56,8,87,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.050219510975548776,False,True,True,True,18.783333333333335,15-25
2474150,2019-01-04,2019-04-01,1900-01-01 17:09:00,1900-01-01 17:27:47,"50,217","2,673,469","18,783",163.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 18]","[000], [ACI]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:09:00,2019-01-04 17:00:00,370,2019-01-04,17,260,40,40,70,33,     ,9,0,0,0,0,10367,56,8,84,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.050219510975548776,False,True,False,False,18.783333333333335,15-25
2474150,2019-01-04,2019-04-01,1900-01-01 17:09:00,1900-01-01 17:27:47,"50,217","2,673,469","18,783",163.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 18]","[000], [ACI]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:09:00,2019-01-04 17:00:00,275,2019-01-04,17,290,30,30,50,45,     ,41,0,0,5,1,10351,40,8,97,   51,7,0.0,1.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.050219510975548776,True,False,False,True,18.783333333333335,15-25
2474152,2019-01-04,2019-04-01,1900-01-01 17:31:00,1900-01-01 18:03:57,"160,700","4,877,087","32,950",163.7,167.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Ongeval(len) 20], [Eerder(e) ongeval(len) 13]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:31:00,2019-01-04 17:00:00,350,2019-01-04,17,250,40,40,70,34,     ,13,0,0,0,0,10365,57,8,86,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.16070803540177006,False,True,True,True,32.95,25-45
2474152,2019-01-04,2019-04-01,1900-01-01 17:31:00,1900-01-01 18:03:57,"160,700","4,877,087","32,950",163.7,167.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Ongeval(len) 20], [Eerder(e) ongeval(len) 13]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:31:00,2019-01-04 17:00:00,370,2019-01-04,17,260,40,40,70,33,     ,9,0,0,0,0,10367,56,8,84,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.16070803540177006,False,True,False,True,32.95,25-45
2474152,2019-01-04,2019-04-01,1900-01-01 17:31:00,1900-01-01 18:03:57,"160,700","4,877,087","32,950",163.7,167.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Ongeval(len) 20], [Eerder(e) ongeval(len) 13]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:31:00,2019-01-04 17:00:00,375,2019-01-04,17,260,40,40,60,37,     ,17,0,0,0,0,10357,56,8,87,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.16070803540177006,False,True,False,True,32.95,25-45
2474150,2019-01-04,2019-04-01,1900-01-01 17:09:00,1900-01-01 17:27:47,"50,217","2,673,469","18,783",163.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 1], [Ongeval(len) 18]","[000], [ACI]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-04 17:09:00,2019-01-04 17:00:00,350,2019-01-04,17,250,40,40,70,34,     ,13,0,0,0,0,10365,57,8,86,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-04 17:00:00,0.050219510975548776,False,True,False,True,18.783333333333335,15-25
2486911,2019-01-28,2019-01-28,1900-01-01 16:14:00,1900-01-01 16:28:02,"42,100","3,000,000","14,033",176.3,173.3,A,2,A2,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,Accidents,"[Ongeval(len) 3], [Eerder(e) ongeval(len) 11]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-28 16:14:00,2019-01-28 16:00:00,370,2019-01-28,16,290,50,40,100,43,     ,4,7,28,0,0,10016,75,3,75,     ,5,0.0,0.0,0.0,0.0,0.0,2019-01-28 16:00:00,0.042102105105255264,False,True,False,True,14.033333333333333,10-15
2486911,2019-01-28,2019-01-28,1900-01-01 16:14:00,1900-01-01 16:28:02,"42,100","3,000,000","14,033",176.3,173.3,A,2,A2,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,Accidents,"[Ongeval(len) 3], [Eerder(e) ongeval(len) 11]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-28 16:14:00,2019-01-28 16:00:00,375,2019-01-28,16,300,40,40,90,36,     ,1,5,13,0,-1,10008,75,7,78,   51,7,0.0,1.0,0.0,0.0,0.0,2019-01-28 16:00:00,0.042102105105255264,False,True,False,True,14.033333333333333,10-15
2486911,2019-01-28,2019-01-28,1900-01-01 16:14:00,1900-01-01 16:28:02,"42,100","3,000,000","14,033",176.3,173.3,A,2,A2,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,Accidents,"[Ongeval(len) 3], [Eerder(e) ongeval(len) 11]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-28 16:14:00,2019-01-28 16:00:00,275,2019-01-28,16,300,60,60,100,35,     ,7,7,24,0,0,10001,70,8,81,     ,5,0.0,0.0,0.0,0.0,0.0,2019-01-28 16:00:00,0.042102105105255264,False,True,True,False,14.033333333333333,10-15
2486911,2019-01-28,2019-01-28,1900-01-01 16:14:00,1900-01-01 16:28:02,"42,100","3,000,000","14,033",176.3,173.3,A,2,A2,oplopend,Leenderheide/Randweg N2,Valkenswaard,Eindhoven,Maastricht-Noord,Accidents,"[Ongeval(len) 3], [Eerder(e) ongeval(len) 11]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-28 16:14:00,2019-01-28 16:00:00,350,2019-01-28,16,300,50,50,100,33,     ,10,0,8,0,-1,10020,70,4,84,   23,7,0.0,1.0,0.0,0.0,0.0,2019-01-28 16:00:00,0.042102105105255264,False,True,False,False,14.033333333333333,10-15
2489546,2019-01-31,2019-01-31,1900-01-01 17:07:00,1900-01-01 18:18:23,"576,383","8,074,481","71,383",144.1,158.9,A,2,A2,aflopend,Batadorp/Randweg N2,Ekkersweijer,Luik,Amsterdam,Accidents,"[Ongeval(len) 27], [Opruimingswerkzaamheden 34], [Eerder(e) ongeval(len) 11]","[ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-31 17:07:00,2019-01-31 17:00:00,350,2019-01-31,17,130,30,40,60,-17,     ,-20,0,1,0,0,9944,29,8,97,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-31 17:00:00,0.5764118205910296,False,True,True,False,71.38333333333334,>45
2489546,2019-01-31,2019-01-31,1900-01-01 17:07:00,1900-01-01 18:18:23,"576,383","8,074,481","71,383",144.1,158.9,A,2,A2,aflopend,Batadorp/Randweg N2,Ekkersweijer,Luik,Amsterdam,Accidents,"[Ongeval(len) 27], [Opruimingswerkzaamheden 34], [Eerder(e) ongeval(len) 11]","[ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-31 17:07:00,2019-01-31 17:00:00,375,2019-01-31,17,120,30,30,50,-18,     ,-21,0,1,0,0,9953,50,8,98,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-31 17:00:00,0.5764118205910296,False,True,True,True,71.38333333333334,>45
2489546,2019-01-31,2019-01-31,1900-01-01 17:07:00,1900-01-01 18:18:23,"576,383","8,074,481","71,383",144.1,158.9,A,2,A2,aflopend,Batadorp/Randweg N2,Ekkersweijer,Luik,Amsterdam,Accidents,"[Ongeval(len) 27], [Opruimingswerkzaamheden 34], [Eerder(e) ongeval(len) 11]","[ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-31 17:07:00,2019-01-31 17:00:00,370,2019-01-31,17,130,30,30,50,-15,     ,-19,0,0,0,0,9949,50,8,96,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-31 17:00:00,0.5764118205910296,False,True,False,False,71.38333333333334,>45
2489546,2019-01-31,2019-01-31,1900-01-01 17:07:00,1900-01-01 18:18:23,"576,383","8,074,481","71,383",144.1,158.9,A,2,A2,aflopend,Batadorp/Randweg N2,Ekkersweijer,Luik,Amsterdam,Accidents,"[Ongeval(len) 27], [Opruimingswerkzaamheden 34], [Eerder(e) ongeval(len) 11]","[ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-01-31 17:07:00,2019-01-31 17:00:00,275,2019-01-31,17,120,30,40,60,-2,     ,-12,0,0,0,0,9953,50,8,93,   10,7,0.0,0.0,0.0,0.0,0.0,2019-01-31 17:00:00,0.5764118205910296,False,True,True,True,71.38333333333334,>45
2490042,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:04:27,"94,283","2,736,817","34,450",162.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 8], [Geen oorzaakcode opgegeven door VWM 26]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,350,2019-02-01,14,110,20,20,30,29,     ,25,0,24,0,-1,9894,50,8,97,   23,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.09428771438571928,False,True,True,True,34.45,25-45
2490042,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:04:27,"94,283","2,736,817","34,450",162.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 8], [Geen oorzaakcode opgegeven door VWM 26]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,275,2019-02-01,14,60,10,10,20,20,     ,17,0,29,0,0,9899,34,8,98,   10,7,0.0,0.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.09428771438571928,False,True,True,True,34.45,25-45
2490042,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:04:27,"94,283","2,736,817","34,450",162.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 8], [Geen oorzaakcode opgegeven door VWM 26]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,370,2019-02-01,14,160,20,20,40,37,     ,31,0,30,9,9,9893,60,8,95,   57,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.09428771438571928,False,True,True,False,34.45,25-45
2490044,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:34:27,"309,117","4,796,225","64,450",163.5,157.5,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 9], [Ongeval(len) 3], [Opruimingswerkzaamheden 16], [Eerder(e) ongeval(len) 37]","[000], [ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,370,2019-02-01,14,160,20,20,40,37,     ,31,0,30,9,9,9893,60,8,95,   57,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.3091324566228311,False,True,True,False,64.45,>45
2490044,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:34:27,"309,117","4,796,225","64,450",163.5,157.5,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 9], [Ongeval(len) 3], [Opruimingswerkzaamheden 16], [Eerder(e) ongeval(len) 37]","[000], [ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,375,2019-02-01,14,90,20,20,30,20,     ,18,0,26,1,1,9897,50,8,98,   23,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.3091324566228311,False,True,True,False,64.45,>45
2490044,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:34:27,"309,117","4,796,225","64,450",163.5,157.5,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 9], [Ongeval(len) 3], [Opruimingswerkzaamheden 16], [Eerder(e) ongeval(len) 37]","[000], [ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,350,2019-02-01,14,110,20,20,30,29,     ,25,0,24,0,-1,9894,50,8,97,   23,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.3091324566228311,False,True,True,True,64.45,>45
2490044,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:34:27,"309,117","4,796,225","64,450",163.5,157.5,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,"[Geen oorzaakcode opgegeven door VWM 9], [Ongeval(len) 3], [Opruimingswerkzaamheden 16], [Eerder(e) ongeval(len) 37]","[000], [ACI], [OCL], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,275,2019-02-01,14,60,10,10,20,20,     ,17,0,29,0,0,9899,34,8,98,   10,7,0.0,0.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.3091324566228311,False,True,True,False,64.45,>45
2490042,2019-02-01,2019-01-02,1900-01-01 14:30:00,1900-01-01 15:04:27,"94,283","2,736,817","34,450",162.7,165.7,A,2,A2,aflopend,De Hogt,Batadorp,Maastricht-Noord,Eindhoven,Accidents,"[Geen oorzaakcode opgegeven door VWM 0], [Ongeval(len) 8], [Geen oorzaakcode opgegeven door VWM 26]","[000], [ACI], [000]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:30:00,2019-02-01 14:00:00,375,2019-02-01,14,90,20,20,30,20,     ,18,0,26,1,1,9897,50,8,98,   23,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.09428771438571928,False,True,False,True,34.45,25-45
2490036,2019-02-01,2019-01-02,1900-01-01 14:18:00,1900-01-01 14:29:55,"23,833","2,000,000","11,917",163.2,161.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,[Ongeval(len) 12],[ACI],ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:18:00,2019-02-01 14:00:00,275,2019-02-01,14,60,10,10,20,20,     ,17,0,29,0,0,9899,34,8,98,   10,7,0.0,0.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.02383419170958548,False,True,False,False,11.916666666666666,10-15
2490036,2019-02-01,2019-01-02,1900-01-01 14:18:00,1900-01-01 14:29:55,"23,833","2,000,000","11,917",163.2,161.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,[Ongeval(len) 12],[ACI],ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:18:00,2019-02-01 14:00:00,350,2019-02-01,14,110,20,20,30,29,     ,25,0,24,0,-1,9894,50,8,97,   23,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.02383419170958548,False,True,False,False,11.916666666666666,10-15
2490036,2019-02-01,2019-01-02,1900-01-01 14:18:00,1900-01-01 14:29:55,"23,833","2,000,000","11,917",163.2,161.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,[Ongeval(len) 12],[ACI],ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:18:00,2019-02-01 14:00:00,370,2019-02-01,14,160,20,20,40,37,     ,31,0,30,9,9,9893,60,8,95,   57,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.02383419170958548,False,True,True,False,11.916666666666666,10-15
2490036,2019-02-01,2019-01-02,1900-01-01 14:18:00,1900-01-01 14:29:55,"23,833","2,000,000","11,917",163.2,161.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Accidents,[Ongeval(len) 12],[ACI],ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-01 14:18:00,2019-02-01 14:00:00,375,2019-02-01,14,90,20,20,30,20,     ,18,0,26,1,1,9897,50,8,98,   23,7,0.0,1.0,0.0,0.0,0.0,2019-02-01 14:00:00,0.02383419170958548,False,True,True,False,11.916666666666666,10-15
2490823,2019-02-04,2019-04-02,1900-01-01 08:36:00,1900-01-01 09:04:17,"56,567","2,000,000","28,283",157.3,155.3,A,2,A2,oplopend,Batadorp,De Hogt,Amsterdam,Luik,Accidents,"[Ongeval(len) 24], [Eerder(e) ongeval(len) 5]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-04 08:36:00,2019-02-04 08:00:00,375,2019-02-04,8,190,60,60,100,9,     ,-14,0,6,0,0,10254,70,8,84,     ,5,0.0,0.0,0.0,0.0,0.0,2019-02-04 08:00:00,0.05656982849142457,False,True,True,True,28.283333333333335,25-45
2490823,2019-02-04,2019-04-02,1900-01-01 08:36:00,1900-01-01 09:04:17,"56,567","2,000,000","28,283",157.3,155.3,A,2,A2,oplopend,Batadorp,De Hogt,Amsterdam,Luik,Accidents,"[Ongeval(len) 24], [Eerder(e) ongeval(len) 5]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-04 08:36:00,2019-02-04 08:00:00,370,2019-02-04,8,180,50,60,80,7,     ,-14,0,4,0,0,10254,70,8,85,     ,5,0.0,0.0,0.0,0.0,0.0,2019-02-04 08:00:00,0.05656982849142457,False,True,False,True,28.283333333333335,25-45
2490823,2019-02-04,2019-04-02,1900-01-01 08:36:00,1900-01-01 09:04:17,"56,567","2,000,000","28,283",157.3,155.3,A,2,A2,oplopend,Batadorp,De Hogt,Amsterdam,Luik,Accidents,"[Ongeval(len) 24], [Eerder(e) ongeval(len) 5]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-04 08:36:00,2019-02-04 08:00:00,350,2019-02-04,8,180,70,70,100,12,     ,-12,0,3,0,0,10244,70,8,83,     ,5,0.0,0.0,0.0,0.0,0.0,2019-02-04 08:00:00,0.05656982849142457,False,True,False,True,28.283333333333335,25-45
2490823,2019-02-04,2019-04-02,1900-01-01 08:36:00,1900-01-01 09:04:17,"56,567","2,000,000","28,283",157.3,155.3,A,2,A2,oplopend,Batadorp,De Hogt,Amsterdam,Luik,Accidents,"[Ongeval(len) 24], [Eerder(e) ongeval(len) 5]","[ACI], [ACA]",ACI,Ongeval(len),Ongeval,Ongeval,Ongeval,2019-02-04 08:36:00,2019-02-04 08:00:00,275,2019-02-04,8,180,60,60,90,3,     ,-13,0,6,0,0,10245,70,8,89,     ,5,0.0,0.0,0.0,0.0,0.0,2019-02-04 08:00:00,0.05656982849142457,False,True,False,False,28.283333333333335,25-45
2493090,2019-02-06,2019-06-02,1900-01-01 17:24:00,1900-01-01 17:29:09,"15,450","3,000,000","5,150",161.2,158.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Weather,"[Bermbrand 5], [Geen oorzaakcode opgegeven door VWM 0]","[FIG], [000]",FIG,Bermbrand,Gevaarlijke situatie,Incident,Incident,2019-02-06 17:24:00,2019-02-06 17:00:00,370,2019-02-06,17,190,30,40,50,77,     ,56,0,0,0,-1,10188,70,8,86,   57,7,0.0,1.0,0.0,0.0,0.0,2019-02-06 17:00:00,0.01545077253862693,True,False,True,False,5.15,5-10
2493090,2019-02-06,2019-06-02,1900-01-01 17:24:00,1900-01-01 17:29:09,"15,450","3,000,000","5,150",161.2,158.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Weather,"[Bermbrand 5], [Geen oorzaakcode opgegeven door VWM 0]","[FIG], [000]",FIG,Bermbrand,Gevaarlijke situatie,Incident,Incident,2019-02-06 17:24:00,2019-02-06 17:00:00,275,2019-02-06,17,190,30,40,60,59,     ,56,0,0,8,5,10187,19,8,98,   62,7,0.0,1.0,0.0,0.0,0.0,2019-02-06 17:00:00,0.01545077253862693,True,False,True,False,5.15,5-10
2493090,2019-02-06,2019-06-02,1900-01-01 17:24:00,1900-01-01 17:29:09,"15,450","3,000,000","5,150",161.2,158.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Weather,"[Bermbrand 5], [Geen oorzaakcode opgegeven door VWM 0]","[FIG], [000]",FIG,Bermbrand,Gevaarlijke situatie,Incident,Incident,2019-02-06 17:24:00,2019-02-06 17:00:00,375,2019-02-06,17,190,30,30,50,72,     ,59,0,1,8,1,10188,65,8,91,   81,7,0.0,1.0,0.0,0.0,0.0,2019-02-06 17:00:00,0.01545077253862693,True,False,True,False,5.15,5-10
2493090,2019-02-06,2019-06-02,1900-01-01 17:24:00,1900-01-01 17:29:09,"15,450","3,000,000","5,150",161.2,158.2,A,2,A2,oplopend,Batadorp,De Hogt,Eindhoven,Maastricht-Noord,Weather,"[Bermbrand 5], [Geen oorzaakcode opgegeven door VWM 0]","[FIG], [000]",FIG,Bermbrand,Gevaarlijke situatie,Incident,Incident,2019-02-06 17:24:00,2019-02-06 17:00:00,350,2019-02-06,17,190,40,40,50,68,     ,65,0,1,8,4,10185,50,8,98,   61,7,0.0,1.0,0.0,0.0,0.0,2019-02-06 17:00:00,0.01545077253862693,True,False,True,True,5.15,5-10
